province_id,school_text,label_school_id
28,Монгол Хятад Найрамдал сургууль,28
8,Сайншанд I,8
8,Сайншанд I,8
8,Өргөн,8
14,Даланзадгад сумын Ерөнхий боловсролын 3-р сургууль,14
16,Баруунбүрэн сумын ЕБС,16
16,Сүхбаатар сумын ЕБ-ын 4-р сургууль,16
11,Отгон ЕБС,11
27,67-р сургууль,27
27,67-р сургууль,27
27,123-р сургууль,27
27,151,27
24,19-р сургууль,24
24,28-р сургууль,24
24,Эрдмийн Ундраа /54/,24
25,148-р сургууль,25
25,Олонлог Академи,25
28,1,28
28,1,28
28,1,28
28,1-р сургууль,28
28,11-р сургууль,28
29,130-р сургууль,29
29,130-р сургууль,29
29,41-р сургууль,29
29,41-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
12,ЕБ-ын 4 дүгээр сургууль,12
12,ЕБ-ын 5 дугаар сургууль,12
18,Өмнөговь сумын ЕБС,18
3,Бууцагаан,3
3,Номундалай,3
26,Эрдмийн Оргил сургууь,26
3,Номундалай,3
2,Алтай ЕБС,2
29,Хүмүүн,29
4,Хишиг-Өндөр сумын ЕБС,4
4,Булган сумын ЕБ 3-р сургууль,4
10,ЭрдэнэдалайЕБС,10
21,Норовлин,21
13,Хархорин сумын ЕБ-ын 2-р сургууль,13
29,15-р сургууль,29
9,Матад ЕБС,9
9,Халхгол ЕБС,9
29,Шинэ Зуун Билэг,29
29,156-р сургууль,29
7,31 дүгээр сургууль,7
1,1 дугаар сургууль,1
1,Тариат  ЕБС,1
8,Сайншанд I,8
8,Замын-Үүд II,8
8,Даланжаргалан,8
14,Ханбогд сумын Ерөнхий боловсролын 2-р сургууль,14
11,Завхан 3-р сургууль,11
11,Завхан 3-р сургууль,11
30,23 дугаар сургууль,30
30,50 дугаар сургууль,30
27,65-р сургууль,27
27,67-р сургууль,27
27,123-р сургууль,27
27,151-р сургууль,27
24,28-р сургууль,24
24,73-р сургууль,24
24,Асури,24
25,111-р сургууль,25
28,71 дүгээр сургууль,28
28,Australian smart school of Ulaanbaatar,28
29,130-р сургууль,29
29,114-р сургууль,29
29,114-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
5,3-р сургууль,5
5,3-р сургууль,5
12,ЕБ-ын 5 дугаар сургууль,12
6,"Сүмбэр, 5-р сургууль",6
3,Номундалай,3
15,1 дүгээр сургууль,15
3,5-р сургууль,3
3,Номундалай,3
15,4 дүгээр сургууль,15
2,Алтай ЕБС,2
4,Могод сумын ЕБС,4
4,Хишиг-Өндөр сумын ЕБС,4
9,Халхгол ЕБС,9
25,Шилдэг,25
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
14,EБоловсролын 7-р сургууль,14
14,EБоловсролын 7-р сургууль,14
28,Монгол Хятад Найрамдал сургууль,28
28,35-р сургууль,28
29,60-р сургууль,29
29,156-р сургууль,29
8,Сайншанд I,8
8,Сайншанд I,8
8,Сайншанд I,8
8,Даланжаргалан,8
8,Өргөн,8
20,Титэм,20
20,Ханх,20
19,Цаст Алтай,19
16,Шаамар сумын ЕБС,16
11,Завхан 3-р сургууль,11
30,24 дүгээр сургууль,30
27,9-р сургууль,27
27,67-р сургууль,27
24,51-р сургууль,24
24,141-р сургууль,24
24,Шинэ эрин,24
25,14 surguuli,25
25,87-р сургууль,25
25,111-р сургууль,25
25,111-р сургууль,25
25,148-р сургууль,25
25,Тэмүүжин өрлөг сургууль,25
25,Эм Ай Ю,25
25,Томүжин Алтернатив сургууль,25
28,1-р сургууль,28
29,130-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
12,ЕБ-ын 4 дүгээр сургууль,12
3,Бууцагаан,3
26,Эрдмийн Оргил сургууь,26
3,Гэгээн сумади,3
3,Номундалай,3
2,Алтай ЕБС,2
4,Булган сумын ЕБ 3-р сургууль,4
21,Хэрлэн 5,21
21,Бор-Өндөр,21
21,Бор-Өндөр,21
21,Норовлин,21
9,Баян-Уул ЕБС,9
9,Халхгол ЕБС,9
29,Шинэ Зуун Билэг,29
29,Шинэ Зуун Билэг,29
14,EБоловсролын 7-р сургууль,14
29,156-р сургууль,29
29,10-р сургууль,29
7,4 дүгээр сургууль,7
1,Цэцэрлэг сум ЕБС,1
1,Жаргалант ЕБС,1
8,Сайншанд I,8
8,Даланжаргалан,8
20,Дэлгэрмөрөн,20
20,Титэм,20
20,Төмөрбулаг,20
14,Даланзадгад сумын Ерөнхий боловсролын 5-р сургууль,14
11,Чандмань-Эрдэнэ сургууль,11
11,Завхан 3-р сургууль,11
11,Завхан 3-р сургууль,11
11,Баянтэс,11
30,117 дугаар сургууль,30
27,67-р сургууль,27
27,123-р сургууль,27
27,151-р сургууль,27
27,151-р сургууль,27
27,152-р сургууль,27
24,Монгени,24
24,Асури,24
25,33,25
25,48-р сургууль,25
25,Томүжин Алтернатив сургууль,25
28,Логарифм сургууль,28
29,130-р сургууль,29
29,Смарт сургууль,29
5,4-р сургууль,5
12,ЕБ-ын 4 дүгээр сургууль,12
12,ЕБ-ын 20 дугаар сургууль,12
26,Эрдмийн Оргил сургууь,26
3,Номундалай,3
15,4 дүгээр сургууль,15
14,EБоловсролын 7-р сургууль,14
29,Хүмүүн Сургууль,29
10,Мандал ЕБС,10
10,Цэгц билиг,10
21,Тэмүүжин,21
21,Норовлин,21
9,11-р сургууль,9
9,Баян-Уул ЕБС,9
29,Шинэ Зуун Билэг,29
29,Шинэ Зуун Билэг,29
29,Шинэ Зуун Билэг,29
2,Баяннуур ЕБС,2
29,156-р сургууль,29
8,Сайншанд I,8
8,Сайншанд I,8
8,Сайншанд I,8
8,Даланжаргалан,8
8,Мандах,8
20,Хатгал,20
20,Цагаан-Уул,20
20,Чандмань-Өндөр,20
14,Ханбогд сумын Ерөнхий боловсролын 2-р сургууль,14
16,Ерөө сумын ЕБС,16
11,Завхан 3-р сургууль,11
11,Завхан 3-р сургууль,11
11,Нөмрөг ЕБС,11
30,50 дугаар сургууль,30
27,12-р сургууль,27
27,65-р сургууль,27
27,123-р сургууль,27
27,153-р сургууль,27
24,Эрдмийн Ундраа /54/,24
24,Эрдмийн Ундраа /78/,24
24,Шинэ эхлэл,24
24,Эрхэт Эрдэм,24
25,48-р сургууль,25
25,126-р сургууль,25
25,68-р сургууль,25
25,Путонхуа,25
28,1-р сургууль,28
28,Шинэ үе сургууль,28
29,130-р сургууль,29
29,18-р сургууль,29
29,Смарт сургууль,29
15,1 дүгээр сургууль,15
3,Номундалай,3
15,4 дүгээр сургууль,15
15,Түмэнцогт Ебс,15
2,Толбо ЕБС,2
2,Алтай ЕБС,2
4,Могод сумын ЕБС,4
4,Булган сумын ЕБ 3-р сургууль,4
2,1-р сургууль,2
29,Шинэ- Өнөөдөр,29
29,7-р сургууль,29
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
14,EБоловсролын 7-р сургууль,14
28,Монгол Хятад Найрамдал сургууль,28
28,35-р сургууль,28
29,60-р сургууль,29
1,1 дугаар сургууль,1
8,Сайншанд I,8
8,Сайншанд I,8
8,Замын-Үүд II,8
8,Даланжаргалан,8
20,Цэцэрлэг,20
20,Чандмань-Өндөр,20
14,Даланзадгад сумын Ерөнхий боловсролын 3-р сургууль,14
11,Завхан 3-р сургууль,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
27,104,27
27,123-р сургууль,27
27,123-р сургууль,27
27,152-р сургууль,27
24,28-р сургууль,24
24,51-р сургууль,24
25,14,25
25,Эм Ай Ю,25
25,Олонлог Академи,25
28,1 дугаар сургууль,28
28,3 дугаар сургууль,28
29,18-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
29,Нандин горхи сургууль,29
12,ЕБ-ын 4 дүгээр сургууль,12
12,ЕБ-ын 4 дүгээр сургууль,12
3,Бууцагаан,3
3,Номундалай,3
26,Эрдмийн Оргил сургууь,26
15,4 дүгээр сургууль,15
3,Номундалай,3
15,4 дүгээр сургууль,15
17,Заамар-1,17
4,Булган сумын ЕБ 1-р сургууль,4
21,Бор-Өндөр,21
21,Норовлин,21
13,Арвайхээр сумын ЕБ-ын 4-р сургууль,13
13,Арвайхээр сумын ЕБ-ын 4-р сургууль,13
13,Богд сумын ЕБ-ын 1-р сургууль,13
9,Матад ЕБС,9
9,Халхгол ЕБС,9
20,Эрдмийн далай,20
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
7,16-р сургууль,7
1,1 дугаар сургууль,1
1,3-р сургууль,1
8,Сайншанд I,8
8,Даланжаргалан,8
8,Даланжаргалан,8
8,Өргөн,8
20,Нутгийн-Аваргууд,20
20,Титэм,20
19,Дуут сумын сургууль,19
16,Ерөө сумын ЕБС,16
11,Завхан 3-р сургууль,11
30,23 дугаар сургууль,30
30,24 дүгээр сургууль,30
30,50 дугаар сургууль,30
22,Боловсрол,22
27,12,27
27,152-р сургууль,27
27,152-р сургууль,27
24,28-р сургууль,24
24,141-р сургууль,24
25,33-р сургууль,25
25,48-р сургууль,25
25,Эм Ай Ю,25
25,Томүжин Алтернатив сургууль,25
28,1,28
28,1р сургууль,28
28,71 дүгээр сургууль,28
29,130-р сургууль,29
29,114-р сургууль,29
29,114,29
29,Смарт сургууль,29
29,Смарт сургууль,29
5,3-р сургууль,5
12,ЕБ-ын 4 дүгээр сургууль,12
12,ЕБ-ын 4 дүгээр сургууль,12
3,Бууцагаан,3
3,Баянлиг ЕБС,3
29,Хүмүүн Сургууль,29
4,Рашаант ЕБС,4
10,Дэлгэрцогт ЕБС,10
21,Бор-Өндөр,21
29,15-р сургууль,29
9,8-р сургууль,9
9,Халхгол ЕБС,9
29,Шинэ Зуун Билэг,29
29,10-р сургууль,29
8,Мандах,8
20,Титэм,20
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
16,Баруунбүрэн сумын ЕБС,16
11,Баянтэс,11
11,Нөмрөг ЕБС,11
30,17-р сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
27,12-р сургууль,27
24,19-р сургууль,24
24,28-р сургууль,24
25,111-р сургууль,25
25,148-р сургууль,25
28,11,28
28,31,28
29,130-р сургууль,29
29,18-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
29,115-р сургууль,29
5,3-р сургууль,5
12,ЕБ-ын 4 дүгээр сургууль,12
12,ЕБ-ын 4 дүгээр сургууль,12
12,ЕБ-ын 5 дугаар сургууль,12
18,5-р сургууль,18
18,Өмнөговь сумын ЕБС,18
6,"Сүмбэр, 5-р сургууль",6
3,Номундалай,3
3,Номундалай,3
15,4 дүгээр сургууль,15
3,Номундалай,3
2,Алтай ЕБС,2
17,Хүмүүн,17
4,Булган сумын ЕБ 3-р сургууль,4
21,Бор-Өндөр,21
21,Норовлин,21
13,Арвайхээр сумын ЕБ-ын 2-р сургууль,13
29,15-р сургууль,29
9,Матад ЕБС,9
9,Халхгол ЕБС,9
29,Шинэ Зуун Билэг,29
29,Шинэ Зуун Билэг,29
29,Орхон ХаСү сургууль,29
28,35-р сургууль,28
28,35-р сургууль,28
1,Жаргалант ЕБС,1
8,Даланжаргалан,8
8,Өргөн,8
20,Арбулаг,20
20,Ханх ЕБС,20
19,Жаргалант -6,19
16,Ерөө сумын Бугант тосгоны ЕБС,16
16,Шаамар сумын ЕБС,16
11,Чандмань-Эрдэнэ сургууль,11
11,Завхан 3-р сургууль,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,24 дүгээр сургууль,30
27,65-р сургууль,27
24,28-р сургууль,24
24,28-р сургууль,24
24,38-р сургууль,24
24,Асури,24
25,97-р сургууль,25
25,Монгол тэмүүлэл сургууль,25
25,Путонхуа,25
25,Олонлог Академи,25
28,1-р сургууль,28
28,Логарифм сургууль,28
29,130-р сургууль,29
29,18-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
12,ЕБ-ын 1 дүгээр сургууль,12
12,ЕБ-ын 5 дугаар сургууль,12
26,Эрдмийн Оргил сургууь,26
3,Номундалай,3
15,Мөнххаан сумын ЕБС,15
2,Толбо ЕБС,2
17,Зуунмод-4,17
10,Мандал ЕБС,10
21,Тэмүүжин,21
21,Бор-Өндөр,21
21,Баян-Овоо,21
9,Халхгол ЕБС,9
29,Шинэ- Өнөөдөр,29
14,EБоловсролын 7-р сургууль,14
14,EБоловсролын 7-р сургууль,14
29,Цэлмэг дижитал сургууль,29
29,60-р сургууль,29
29,Канад сургууль,29
1,Цэцэрлэг сум ЕБС,1
8,Сайншанд I,8
8,Сайншанд I,8
8,Даланжаргалан,8
20,Титэм,20
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 3-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 1-р сургууль,14
11,Цагаанчулуут ЕБС,11
30,23 дугаар сургууль,30
30,50 дугаар сургууль,30
27,12-р сургууль,27
27,152-р сургууль,27
27,152-р сургууль,27
24,19-р сургууль,24
25,33-р сургууль,25
25,48,25
25,126-р сургууль,25
25,Эм Ай Ю,25
28,1-р сургууль,28
28,Логарифм сургууль,28
29,130-р сургууль,29
29,Смарт сургууль,29
5,4-р сургууль,5
12,4-р сургууль,12
18,1-р сургууль,18
3,Бууцагаан,3
3,Номундалай,3
3,Номундалай,3
3,Номундалай,3
15,Дарьганга сумын ЕБС,15
3,Номундалай,3
29,Хүмүүн Сургууль,29
4,Могод сумын ЕБС,4
4,Булган сумын ЕБ 3-р сургууль,4
4,Хутаг-Өндөр сумын ЕБС,4
21,Дадал,21
13,Бат-Өлзий сумын ЕБ-ын 1-р сургууль,13
9,12-р сургууль,9
9,Халхгол ЕБС,9
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
29,Шинэ Зуун Билэг,29
7,6 дугаар сургууль,7
1,Ихтамир ЕБС,1
8,Сайншанд I,8
8,Сайншанд Y,8
8,Замын-Үүд II,8
8,Замын-Үүд II,8
20,Титэм,20
20,Хатгал,20
14,Даланзадгад сумын Ерөнхий боловсролын 3-р сургууль,14
16,Ерөө сумын ЕБС,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Хушаат ЕБС,16
16,Шаамар сумын ЕБС,16
11,их уул,11
11,Шилүүстэй ЕБС,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,50 дугаар сургууль,30
27,65-р сургууль,27
24,19-р сургууль,24
24,28-р сургууль,24
24,28-р сургууль,24
24,47-р сургууль,24
24,Монгени,24
25,33,25
25,33,25
25,97-р сургууль,25
25,Эм Ай Ю,25
28,1,28
28,3 дугаар сургууль,28
28,Логарифм сургууль,28
29,59-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
5,3-р сургууль,5
18,5-р сургууль,18
3,Номундалай,3
26,Эрдмийн Оргил сургууь,26
3,Номундалай,3
21,Тэмүүжин цогцолбор сургууль,21
21,Бор-Өндөр,21
21,Бор-Өндөр,21
29,15-р сургууль,29
29,Шинэ Зуун Билэг,29
3,Шинэжинст ЕБС,3
29,Орхон ХаСү сургууль,29
28,35-р сургууль,28
29,156-р сургууль,29
7,6 дугаар сургууль,7
8,Сайншанд I,8
8,Өргөн,8
20,Тариалан,20
20,Ханх,20
19,Цаст-Алтай,19
11,Завхан 3-р сургууль,11
11,Нөмрөг ЕБС,11
30,17 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,50 дугаар сургууль,30
27,104-р сургууль,27
27,Хөгжил сургууль,27
24,51-р сургууль,24
24,Эрдмийн Ундраа /78/,24
25,14 surguuli,25
25,Тэмүүжин өрлөг сургууль,25
25,Путонхуа,25
28,1 дүгээр сургууль,28
28,1 сургууль,28
28,1-р сургууль,28
28,31,28
29,130-р сургууль,29
29,130-р сургууль,29
29,18-р сургууль,29
29,18-р сургууль,29
29,26-р сургууль,29
29,Смарт сургууль,29
3,Бууцагаан,3
15,4 дүгээр сургууль,15
3,Номундалай,3
2,Алтай ЕБС,2
4,Дашинчилэн сумын ЕБС,4
4,Могод сумын ЕБС,4
21,Тэмүүжин сургууль,21
21,Бор-Өндөр,21
21,Норовлин,21
29,Олонлог төв сургууль,29
9,Халхгол ЕБС,9
25,Шилдэг,25
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
14,EБоловсролын 7-р сургууль,14
28,Монгол Хятад Найрамдал сургууль,28
20,Цагаан-Уул,20
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
16,Хүдэр  сумын ЕБС,16
16,Шаамар сумын ЕБС,16
11,Чандмань-Эрдэнэ сургууль,11
11,Завхан 3-р сургууль,11
11,Завхан 3-р сургууль,11
11,Баянтэс,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
22,Боловсрол,22
27,12-р сургууль,27
27,151,27
24,28-р сургууль,24
24,141-р сургууль,24
24,Эрдмийн Ундраа /78/,24
24,Асури,24
24,Эрхэт Эрдэм сургууль,24
25,30-р сургууль,25
25,33-р сургууль,25
25,97-р сургууль,25
25,Олонлог Академи,25
28,3 дугаар сургууль,28
28,45-р сургууль,28
28,45,28
28,71 дүгээр сургууль,28
29,18-р сургууль,29
29,18-р сургууль,29
29,114-р сургууль,29
29,114-р сургууль,29
29,26-р сургууль,29
29,41-р сургууль,29
29,Смарт сургууль,29
12,ЕБ-ын 5 дугаар сургууль,12
6,"Сүмбэр, 5-р сургууль",6
26,Эрдмийн Оргил сургууь,26
15,4 дүгээр сургууль,15
2,Булган ЕБС,2
29,Хүмүүн Сургууль,29
21,Бор-Өндөр,21
21,Бор-Өндөр,21
13,Төгрөг сумын ЕБ-ын сургууль,13
9,Шинэ хөгжил сургууль,9
29,Orgil,29
28,35-р сургууль,28
29,60-р сургууль,29
29,10-р сургууль,29
7,9,7
7,16-р сургууль,7
7,18 дугаар сургууль,7
1,Жаргалант ЕБС,1
8,Замын-Үүд II,8
20,Мөрөн Гурван-Эрдэнэ,20
20,Титэм,20
20,Цагаан-Уул,20
11,Завхан 3-р сургууль,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,72 дугаар сургууль,30
22,Боловсрол сургууль,22
27,12-р сургууль,27
24,73-р сургууль,24
24,Эрхэт Эрдэм,24
25,14,25
25,97-р сургууль,25
25,97-р сургууль,25
25,Олонлог Академи,25
28,1,28
28,Шинэ үе сургууль,28
29,130-р сургууль,29
29,Смарт сургууль,29
29,Смарт сургууль,29
3,Номгон,3
26,Эрдмийн Оргил сургууь,26
3,Эрдэнэмандал,3
3,Номундалай,3
2,Толбо ЕБС,2
2,Ногооннуур ЕБС,2
2,Булган ЕБС,2
21,Норовлин,21
13,Тэмүүлэл-Эрдэм,13
29,Олонлог төв сургууль,29
29,Олонлог төв сургууль,29
9,Халхгол ЕБС,9
25,Шилдэг,25
25,Шилдэг,25
3,Шинэжинст ЕБС,3
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
14,EБоловсролын 7-р сургууль,14
28,35-р сургууль,28
1,Цэцэрлэг сум ЕБС,1
8,Сайншанд I,8
8,Сайншанд I,8
8,Замын-Үүд II,8
8,Даланжаргалан,8
20,Титэм,20
20,Ханх ЕБС,20
11,Нөмрөг ЕБС,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,50 дугаар сургууль,30
27,104-р сургууль,27
24,38-р сургууль,24
24,Эрдмийн Ундраа /78/,24
24,Оюут сургууль,24
25,14-р сургууль,25
25,14,25
25,Амгалан сургууль,25
25,Олонлог Академи,25
28,2 дугаар сургууль,28
28,31,28
29,114-р сургууль,29
29,114,29
29,41-р сургууль,29
29,Смарт сургууль,29
3,Бууцагаан,3
3,Номундалай,3
15,1 дүгээр сургууль,15
3,Жаргалант ЕБС,3
3,Номундалай,3
14,EБоловсролын 7-р сургууль,14
29,Хүмүүн Сургууль,29
29,Хүмүүн Сургууль,29
17,Зуунмод-4,17
21,Норовлин,21
21,Норовлин,21
13,Арвайхээр сумын ЕБ-ын 4-р сургууль,13
29,Олонлог төв сургууль,29
20,Эрдмийн далай,20
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
2,Баяннуур ЕБС,2
7,6 дугаар сургууль,7
7,Дархан Эмпати,7
1,1 дугаар сургууль,1
8,Сайншанд I,8
8,Сайншанд I,8
20,Галт,20
20,Дэлгэрмөрөн,20
20,Цагаан-Уул,20
20,Эрдэнэбулган,20
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
16,Ерөө сумын ЕБС,16
16,Шаамар сумын Дулаанхаан тосгоны ЕБС,16
11,Завхан 3-р сургууль,11
11,Завхан 3-р сургууль,11
11,Баянтэс,11
11,Отгон ЕБС,11
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,57 дугаар сургууль,30
27,152-р сургууль,27
24,Эрдмийн Ундраа /54/,24
24,Эрдмийн Ундраа /78/,24
25,111-р сургууль,25
25,126-р сургууль,25
25,126-р сургууль,25
25,Эм Ай Ю,25
25,Олонлог Академи,25
29,130-р сургууль,29
29,18-р сургууль,29
29,Смарт сургууль,29
29,115-р сургууль,29
18,Тариалан сумын ЕБС,18
15,1 дүгээр сургууль,15
3,Номундалай,3
4,Могод сумын ЕБС,4
4,Булган сумын ЕБ 3-р сургууль,4
21,Бор-Өндөр,21
21,Бор-Өндөр,21
21,Дадал,21
13,Арвайхээр сумын ЕБ-ын 4-р сургууль,13
9,Шинэ хөгжил сургууль,9
29,7-р сургууль,29
29,60-р сургууль,29
25,Шилдэг,25
29,10-р сургууль,29
1,Жаргалант ЕБС,1
8,Сайншанд I,8
20,Дэлгэрмөрөн,20
20,Ирээдүй,20
20,Титэм,20
20,Титэм,20
20,Ханх,20
19,Дарви сумын сургууль,19
19,Дарви сумын сургууль,19
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Шаамар сумын ЕБС,16
30,50 дугаар сургууль,30
27,65-р сургууль,27
27,123-р сургууль,27
24,28,24
24,51-р сургууль,24
24,51-р сургууль,24
25,33-р сургууль,25
25,33-р сургууль,25
25,84-р сургууль,25
25,97-р сургууль,25
25,97-р сургууль,25
25,Эм Ай Ю,25
25,Олонлог Академи,25
25,Амжилт кибер сургууль,25
28,1,28
28,Логарифм сургууль,28
28,Шинэ үе сургууль,28
29,130-р сургууль,29
29,18-р сургууль,29
12,ЕБ-ын 20 дугаар сургууль,12
6,"Сүмбэр, 5-р сургууль",6
3,Номундалай,3
26,Эрдмийн Оргил сургууь,26
3,Баянлиг ЕБС,3
3,Баянлиг ЕБС,3
3,Номундалай,3
2,Ногооннуур ЕБС,2
4,Дашинчилэн сумын ЕБС,4
21,Норовлин,21
21,Галшар,21
13,Арвайхээр сумын ЕБ-ын Тэмүүлэл-Эрдэм сургууль,13
29,Шинэ- Өнөөдөр,29
25,Шилдэг,25
28,Монгол Хятад Найрамдал сургууль,28
25,Шилдэг,25
28,35-р сургууль,28
29,Канад сургууль,29
1,1 дугаар сургууль,1
1,3-р сургууль,1
8,Сайншанд I,8
8,Мандах,8
8,Өргөн,8
20,Тариалан,20
20,Титэм,20
20,Титэм,20
20,Түнэл,20
14,Даланзадгад сумын Ерөнхий боловсролын 5-р сургууль,14
16,Сайхан сумын ЕБ-ын 1-р сургууль,16
11,Завхан 3-р сургууль,11
11,Нөмрөг ЕБС,11
30,23 дугаар сургууль,30
22,Боловсрол,22
22,Боловсрол,22
27,65-р сургууль,27
27,153-р сургууль,27
24,19-р сургууль,24
24,73-р сургууль,24
25,14 surguuli,25
25,97-р сургууль,25
25,Олонлог Академи,25
28,3 дугаар сургууль,28
28,4 дүгээр сургууль,28
28,31,28
29,18-р сургууль,29
12,ЕБ-ын 5 дугаар сургууль,12
12,ЕБ-ын 5 дугаар сургууль,12
12,ЕБ-ын 14 дүгээр сургууль,12
18,1-р сургууль,18
3,Бууцагаан,3
29,Хүмүүн Сургууль,29
3,Баянлиг ЕБС,3
3,Номундалай,3
4,Дашинчилэн сумын ЕБС,4
4,Булган сумын ЕБ 3-р сургууль,4
4,Хутаг-Өндөр сумын ЕБС,4
21,Тэмүүжин сургууль,21
29,15-р сургууль,29
9,Баян-Уул ЕБС,9
2,1-р сургууль,2
25,Шилдэг,25
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
14,EБоловсролын 7-р сургууль,14
29,Жэт олон улсын сургууль,29
8,Сайншанд I,8
8,Замын-Үүд II,8
8,Даланжаргалан,8
20,Титэм,20
20,Түнэл,20
20,Цагаан-Уул,20
14,Даланзадгад сумын Ерөнхий боловсролын 3-р сургууль,14
16,Ерөө сумын ЕБС,16
24,Эрдмийн Өргөө,24
11,Тэс ЕБС,11
11,Завхан 3-р сургууль,11
11,Баянтэс,11
30,50 дугаар сургууль,30
27,65-р сургууль,27
27,152-р сургууль,27
24,28-р сургууль,24
24,Эрдмийн Ундраа /78/,24
25,97-р сургууль,25
25,Амгалан сургууль,25
25,Олонлог Академи,25
25,Амжилт кибер сургууль,25
25,Амжилт кибер сургууль,25
28,1-p сургууль,28
28,31,28
29,130-р сургууль,29
29,18-р сургууль,29
29,41-р сургууль,29
5,3-р сургууль,5
18,Малчин сумын ЕБС,18
6,"Сүмбэр, 5-р сургууль",6
3,Баянлиг ЕБС,3
26,Эрдмийн Оргил сургууь,26
15,4 дүгээр сургууль,15
2,Толбо ЕБС,2
2,Алтай ЕБС,2
29,Хүмүүн Сургууль,29
10,Мандал ЕБС,10
21,Норовлин,21
13,Тэмүүлэл-Эрдэм,13
29,15-р сургууль,29
9,Шинэ хөгжил сургууль,9
29,7-р сургууль,29
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
24,Жаргалан олон улсын сургууль,24
29,Шинэ Зуун Билэг,29
18,Улаангом политехник коллеж,18
1,Ихтамир ЕБС,1
8,Сайншанд I,8
8,Сайншанд I,8
8,Өргөн,8
20,Титэм,20
20,Цагаан-Уул,20
16,Сайхан 1,16
30,23 дугаар сургууль,30
27,152-р сургууль,27
24,20-р сургууль,24
24,28-р сургууль,24
24,51-р сургууль,24
24,73-р сургууль,24
24,Эрхэт эрдэм,24
24,Оюут сургууль,24
25,30-р сургууль,25
25,30-р сургууль,25
25,48,25
25,Эм Ай Ю,25
25,Олонлог Академи,25
28,1,28
28,1 дүгээр сургууль,28
28,71 дүгээр сургууль,28
29,130-р сургууль,29
29,26-р сургууль,29
29,115-р сургууль,29
12,ЕБ-ын 15 дугаар сургууль,12
6,"Сүмбэр, 5-р сургууль",6
6,"Сүмбэр, 5-р сургууль",6
16,Гэгээн сумади,3
3,Жаргалант ЕБС,3
26,Эрдмийн Оргил сургууь,26
2,Ногооннуур ЕБС,2
29,Хүмүүн Сургууль,29
4,Гурванбулаг сумын ЕБС,4
4,Могод сумын ЕБС,4
21,Норовлин,21
21,Дадал,21
13,Тэмүүлэл-Эрдэм,13
29,Шинэ- Өнөөдөр,29
29,7-р сургууль,29
25,Шилдэг,25
29,Шинэ Зуун Билэг,29
25,Шилдэг,25
29,10-р сургууль,29
8,Сайншанд I,8
8,Даланжаргалан,8
8,Өргөн,8
16,Мандал сумын Түнхэл тосгоны ЕБС,16
11,Завхан 3-р сургууль,11
11,Баянтэс,11
11,Нөмрөг ЕБС,11
11,Нөмрөг ЕБС,11
30,17 дугаар сургууль,30
30,23 дугаар сургууль,30
22,Боловсрол,22
27,65-р сургууль,27
27,Хөгжил цогцолбор,27
24,38-р сургууль,24
24,Эрдмийн Ундраа,24
25,14,25
25,30-р сургууль,25
25,84-р сургууль,25
25,97-р сургууль,25
25,Олонлог Академи,25
28,1р сургууль,28
28,Логарифм сургууль,28
28,Логарифм сургууль,28
28,Логарифм сургууль,28
